Timestamp,Year,Month,Day,Hour,PM2.5
07-11-2017 12:00,2017,11,7,12,64.51
07-11-2017 13:00,2017,11,7,13,69.95
07-11-2017 14:00,2017,11,7,14,92.79
07-11-2017 15:00,2017,11,7,15,109.66
07-11-2017 16:00,2017,11,7,16,116.5
07-11-2017 17:00,2017,11,7,17,124.21
07-11-2017 18:00,2017,11,7,18,123.45
07-11-2017 19:00,2017,11,7,19,120.31
07-11-2017 20:00,2017,11,7,20,108.75
07-11-2017 21:00,2017,11,7,21,97.8
07-11-2017 22:00,2017,11,7,22,88.1
07-11-2017 23:00,2017,11,7,23,81.64
08-11-2017 00:00,2017,11,8,0,83.82
08-11-2017 01:00,2017,11,8,1,85.14
08-11-2017 02:00,2017,11,8,2,90.41
08-11-2017 03:00,2017,11,8,3,105.33
08-11-2017 04:00,2017,11,8,4,108.1
08-11-2017 05:00,2017,11,8,5,114.92
08-11-2017 06:00,2017,11,8,6,112.2
08-11-2017 07:00,2017,11,8,7,114.65
08-11-2017 08:00,2017,11,8,8,107.47
08-11-2017 09:00,2017,11,8,9,92.59
08-11-2017 10:00,2017,11,8,10,90.64
08-11-2017 11:00,2017,11,8,11,84.32
08-11-2017 12:00,2017,11,8,12,88.05
08-11-2017 14:00,2017,11,8,14,116.13
08-11-2017 15:00,2017,11,8,15,127.02
08-11-2017 16:00,2017,11,8,16,133.68
08-11-2017 17:00,2017,11,8,17,139.93
08-11-2017 18:00,2017,11,8,18,144.17
08-11-2017 19:00,2017,11,8,19,148.35
08-11-2017 20:00,2017,11,8,20,127.28
08-11-2017 21:00,2017,11,8,21,121.23
08-11-2017 22:00,2017,11,8,22,110.23
08-11-2017 23:00,2017,11,8,23,106.87
09-11-2017 00:00,2017,11,9,0,94.48
09-11-2017 01:00,2017,11,9,1,106.37
09-11-2017 02:00,2017,11,9,2,107.4
09-11-2017 03:00,2017,11,9,3,113.35
09-11-2017 04:00,2017,11,9,4,117.2
09-11-2017 05:00,2017,11,9,5,128.94
09-11-2017 06:00,2017,11,9,6,120.38
09-11-2017 07:00,2017,11,9,7,116.13
09-11-2017 08:00,2017,11,9,8,109.22
09-11-2017 09:00,2017,11,9,9,98.69
09-11-2017 10:00,2017,11,9,10,89.56
09-11-2017 11:00,2017,11,9,11,89.11
09-11-2017 12:00,2017,11,9,12,88.72
09-11-2017 13:00,2017,11,9,13,96.58
09-11-2017 14:00,2017,11,9,14,114.2
09-11-2017 15:00,2017,11,9,15,129.62
09-11-2017 16:00,2017,11,9,16,138.29
09-11-2017 17:00,2017,11,9,17,139
09-11-2017 18:00,2017,11,9,18,140.76
09-11-2017 19:00,2017,11,9,19,138.09
09-11-2017 20:00,2017,11,9,20,128.08
09-11-2017 21:00,2017,11,9,21,119.64
09-11-2017 22:00,2017,11,9,22,118.42
09-11-2017 23:00,2017,11,9,23,115.75
10-11-2017 00:00,2017,11,10,0,117.98
10-11-2017 01:00,2017,11,10,1,119.77
10-11-2017 02:00,2017,11,10,2,122.38
10-11-2017 03:00,2017,11,10,3,124.24
10-11-2017 04:00,2017,11,10,4,127.7
10-11-2017 05:00,2017,11,10,5,131.93
10-11-2017 06:00,2017,11,10,6,126.64
10-11-2017 07:00,2017,11,10,7,115.03
10-11-2017 08:00,2017,11,10,8,106.94
10-11-2017 09:00,2017,11,10,9,96.86
10-11-2017 11:00,2017,11,10,11,78.79
10-11-2017 12:00,2017,11,10,12,85.95
10-11-2017 13:00,2017,11,10,13,90.63
10-11-2017 14:00,2017,11,10,14,110.53
10-11-2017 15:00,2017,11,10,15,123.91
10-11-2017 16:00,2017,11,10,16,135.9
10-11-2017 17:00,2017,11,10,17,147.86
10-11-2017 18:00,2017,11,10,18,151.05
10-11-2017 19:00,2017,11,10,19,142.58
